Order_ID,Customer_Age,Food_Category,Order_Amount,Location,Order_Time,Delivery_Time_Min,Payment_Method,Restaurant,Discount,Rating
101573,42,Biryani,728,Bangalore,Late Night,20,UPI,Hotel Aryaas,30,4
101574,49,Fast Food,550,Chennai,Lunch,33,Debit Card,Hotel Aryaas,20,4
101575,27,Pizza,371,Salem,Late Night,24,UPI,Anjappar,50,5
101576,22,Biryani,330,Bangalore,Evening,37,Credit Card,Saravana Bhavan,0,4
101577,19,Chinese,341,Coimbatore,Late Night,34,Cash on Delivery,SS Hyderabad Biryani,50,5
101578,39,North Indian,694,Coimbatore,Evening,31,Cash on Delivery,A2B,50,5
101579,37,Chinese,312,Bangalore,Dinner,28,Cash on Delivery,Saravana Bhavan,30,5
101580,35,Pizza,293,Chennai,Dinner,38,UPI,Local Kitchen,20,4
101581,27,Biryani,509,Salem,Dinner,46,Cash on Delivery,KFC,0,4
101582,31,Fast Food,372,Bangalore,Dinner,50,Debit Card,Anjappar,0,4
101583,37,North Indian,334,Chennai,Evening,38,Credit Card,A2B,100,4
101584,34,Chinese,403,Bangalore,Dinner,47,UPI,A2B,75,4
101585,59,Chinese,326,Chennai,Late Night,24,Cash on Delivery,Local Kitchen,0,5
101586,25,Chinese,890,Chennai,Breakfast,31,UPI,Anjappar,20,3
101587,41,Fast Food,615,Bangalore,Dinner,24,UPI,SS Hyderabad Biryani,0,3
101588,32,Biryani,681,Bangalore,Dinner,29,UPI,Anjappar,20,5
101589,32,Pizza,600,Bangalore,Dinner,24,Debit Card,Dominos,75,5
101590,41,Chinese,447,Chennai,Dinner,50,Credit Card,Dominos,30,4
101591,41,South Indian,812,Bangalore,Dinner,30,Wallet,Dominos,75,5
101592,60,North Indian,414,Chennai,Dinner,33,UPI,A2B,100,3
101593,24,Fast Food,425,Bangalore,Dinner,19,UPI,Chinese Wok,0,5
101594,23,Fast Food,740,Bangalore,Late Night,15,Debit Card,Saravana Bhavan,30,4
101595,42,Pizza,713,Bangalore,Dinner,51,UPI,Chinese Wok,50,5
101596,36,Pizza,341,Trichy,Dinner,32,Credit Card,Dominos,30,4
101597,28,South Indian,700,Trichy,Breakfast,57,UPI,KFC,20,3
101598,22,Biryani,525,Salem,Lunch,32,Credit Card,A2B,100,4
101599,22,Biryani,320,Salem,Dinner,22,Debit Card,Saravana Bhavan,50,5
101600,51,Chinese,289,Madurai,Dinner,34,UPI,KFC,0,5
101601,26,Fast Food,307,Salem,Lunch,35,UPI,SS Hyderabad Biryani,30,5
101602,29,Pizza,601,Trichy,Breakfast,35,UPI,KFC,0,5
101603,27,North Indian,341,Madurai,Lunch,33,Credit Card,Local Kitchen,50,4
101604,30,Pizza,491,Chennai,Dinner,19,Credit Card,Chinese Wok,0,5
101605,21,Fast Food,506,Chennai,Dinner,19,Cash on Delivery,Chinese Wok,20,4
101606,34,Pizza,351,Trichy,Late Night,46,Wallet,Anjappar,20,4
101607,21,Fast Food,447,Coimbatore,Evening,54,Wallet,Dominos,75,4
101608,45,Biryani,316,Trichy,Evening,31,UPI,Burger King,75,4
101609,27,Biryani,415,Coimbatore,Evening,16,Credit Card,A2B,75,5
101610,35,Fast Food,377,Coimbatore,Evening,46,Debit Card,Dominos,50,4
101611,50,North Indian,541,Madurai,Dinner,26,Debit Card,KFC,100,5
101612,39,Fast Food,648,Salem,Evening,37,Cash on Delivery,Anjappar,0,3
101613,35,Biryani,255,Chennai,Breakfast,29,UPI,Saravana Bhavan,75,5
101614,29,North Indian,298,Trichy,Evening,29,UPI,Burger King,50,5
101615,30,Biryani,630,Madurai,Lunch,25,UPI,Hotel Aryaas,50,4
101616,40,Pizza,365,Coimbatore,Breakfast,48,UPI,Dominos,20,4
101617,60,Fast Food,778,Coimbatore,Evening,39,Debit Card,KFC,50,5
101618,39,Biryani,683,Chennai,Lunch,37,Credit Card,Hotel Aryaas,0,4
101619,36,North Indian,310,Chennai,Evening,34,Debit Card,KFC,30,4
101620,42,Biryani,507,Coimbatore,Lunch,38,UPI,Saravana Bhavan,100,3
101621,33,South Indian,425,Chennai,Dinner,22,Cash on Delivery,Chinese Wok,50,5
101622,21,Fast Food,230,Chennai,Late Night,39,Cash on Delivery,Burger King,50,4
101623,36,Biryani,316,Trichy,Dinner,46,Debit Card,SS Hyderabad Biryani,0,4
101624,57,Biryani,382,Bangalore,Dinner,36,UPI,Dominos,75,4
101625,26,Biryani,219,Bangalore,Late Night,43,UPI,Burger King,100,5
101626,40,Biryani,300,Chennai,Evening,30,Credit Card,Hotel Aryaas,0,5
101627,26,Pizza,491,Trichy,Lunch,38,Wallet,Dominos,30,4
101628,35,South Indian,322,Trichy,Lunch,30,Credit Card,A2B,50,4
101629,23,Fast Food,458,Bangalore,Evening,18,Cash on Delivery,Local Kitchen,75,4
101630,33,Fast Food,418,Salem,Dinner,32,Credit Card,Burger King,30,5
101631,43,North Indian,285,Trichy,Breakfast,45,Debit Card,KFC,20,5
101632,30,North Indian,631,Madurai,Dinner,21,Credit Card,Dominos,0,5
101633,39,Chinese,209,Madurai,Breakfast,50,Credit Card,KFC,30,4
101634,44,Pizza,630,Chennai,Late Night,28,Debit Card,Dominos,20,4
101635,54,Fast Food,345,Chennai,Late Night,40,UPI,SS Hyderabad Biryani,100,3
101636,27,Fast Food,359,Chennai,Late Night,49,Cash on Delivery,Dominos,30,4
101637,31,South Indian,446,Chennai,Dinner,52,Cash on Delivery,Anjappar,0,4
101638,25,Chinese,450,Chennai,Lunch,50,Debit Card,Burger King,100,4
101639,60,South Indian,489,Trichy,Dinner,26,Debit Card,KFC,30,5
101640,54,Fast Food,526,Chennai,Lunch,45,UPI,SS Hyderabad Biryani,50,3
101641,35,North Indian,475,Salem,Dinner,28,Cash on Delivery,KFC,100,3
101642,47,Pizza,499,Bangalore,Lunch,25,Wallet,KFC,50,5
101643,35,South Indian,748,Chennai,Lunch,28,Debit Card,Local Kitchen,100,5
101644,38,Chinese,235,Coimbatore,Late Night,47,UPI,Hotel Aryaas,20,5
101645,22,Fast Food,389,Chennai,Breakfast,29,Debit Card,Burger King,0,4
101646,43,Biryani,443,Salem,Lunch,26,Credit Card,Saravana Bhavan,100,5
101647,24,Fast Food,226,Trichy,Evening,50,Credit Card,SS Hyderabad Biryani,30,4
101648,45,Fast Food,252,Chennai,Dinner,33,Wallet,Saravana Bhavan,50,5
101649,44,Biryani,247,Salem,Dinner,41,UPI,Chinese Wok,30,4
101650,41,Pizza,305,Madurai,Dinner,25,UPI,SS Hyderabad Biryani,50,4
101651,19,Fast Food,525,Chennai,Dinner,30,UPI,SS Hyderabad Biryani,0,3
101652,29,South Indian,285,Bangalore,Lunch,32,UPI,Burger King,0,5
101653,28,Biryani,336,Bangalore,Evening,28,UPI,Burger King,75,5
101654,30,Biryani,442,Chennai,Dinner,33,Credit Card,A2B,20,5
101655,22,Pizza,389,Madurai,Dinner,25,Cash on Delivery,Dominos,20,4
101656,55,South Indian,410,Chennai,Evening,33,Debit Card,SS Hyderabad Biryani,75,4
101657,35,North Indian,607,Coimbatore,Breakfast,45,UPI,Burger King,100,4
101658,29,North Indian,525,Chennai,Breakfast,17,Credit Card,A2B,30,4
101659,31,Fast Food,712,Salem,Lunch,33,Cash on Delivery,Anjappar,30,5
101660,33,Fast Food,275,Madurai,Lunch,29,Credit Card,Anjappar,75,5
101661,37,Pizza,562,Chennai,Lunch,28,Cash on Delivery,A2B,0,4
101662,34,North Indian,250,Coimbatore,Evening,54,Cash on Delivery,Hotel Aryaas,30,5
101663,54,Chinese,223,Chennai,Lunch,48,UPI,Chinese Wok,75,4
101664,34,Pizza,528,Madurai,Dinner,29,Cash on Delivery,KFC,50,4
101665,60,Pizza,513,Chennai,Dinner,20,Credit Card,Local Kitchen,50,4
101666,48,Fast Food,316,Trichy,Evening,49,Credit Card,Dominos,75,4
101667,26,South Indian,299,Salem,Evening,38,Debit Card,Chinese Wok,0,4
101668,54,Pizza,505,Bangalore,Late Night,22,Debit Card,Anjappar,30,4
101669,24,Chinese,267,Chennai,Dinner,25,Debit Card,Dominos,0,4
101670,45,Biryani,282,Coimbatore,Late Night,35,Cash on Delivery,Dominos,0,4
101671,31,Fast Food,429,Coimbatore,Lunch,52,Wallet,Anjappar,75,3
101672,50,Biryani,722,Bangalore,Dinner,30,Cash on Delivery,SS Hyderabad Biryani,75,5
101673,49,Fast Food,442,Bangalore,Evening,39,UPI,Chinese Wok,0,5
101674,45,North Indian,338,Bangalore,Breakfast,28,Cash on Delivery,A2B,30,5
101675,44,Biryani,529,Coimbatore,Late Night,39,Debit Card,Burger King,0,5
101676,29,Biryani,783,Trichy,Late Night,18,Cash on Delivery,Burger King,20,4
101677,22,Fast Food,529,Chennai,Evening,40,Debit Card,Dominos,0,4
101678,31,South Indian,340,Coimbatore,Late Night,36,Cash on Delivery,SS Hyderabad Biryani,20,4
101679,26,South Indian,305,Madurai,Lunch,26,UPI,KFC,30,5
101680,41,Biryani,978,Chennai,Dinner,15,Wallet,SS Hyderabad Biryani,75,5
101681,30,Biryani,368,Madurai,Lunch,50,UPI,A2B,30,4
101682,58,Fast Food,477,Trichy,Lunch,17,Cash on Delivery,Dominos,100,5
101683,39,South Indian,623,Bangalore,Dinner,47,Cash on Delivery,Anjappar,0,3
101684,45,Fast Food,368,Chennai,Evening,26,UPI,Chinese Wok,30,4
101685,24,North Indian,387,Chennai,Breakfast,38,Cash on Delivery,Local Kitchen,75,4
101686,49,South Indian,808,Coimbatore,Evening,40,Cash on Delivery,Anjappar,0,4
101687,54,Biryani,442,Chennai,Lunch,51,Cash on Delivery,Chinese Wok,50,4
101688,34,Chinese,589,Salem,Dinner,23,UPI,KFC,20,4
101689,37,Fast Food,657,Bangalore,Lunch,34,Debit Card,KFC,100,4
101690,43,Chinese,538,Coimbatore,Dinner,24,Credit Card,KFC,50,5
101691,26,Fast Food,351,Salem,Lunch,24,UPI,Anjappar,50,5
101692,34,South Indian,323,Madurai,Evening,35,Debit Card,Burger King,75,4
101693,31,Pizza,758,Coimbatore,Lunch,42,Credit Card,A2B,30,3
101694,25,North Indian,401,Coimbatore,Dinner,59,Cash on Delivery,Saravana Bhavan,20,3
101695,31,Fast Food,249,Chennai,Lunch,32,Debit Card,Dominos,20,5
101696,21,Fast Food,1088,Salem,Evening,33,UPI,Burger King,30,3
101697,19,South Indian,562,Bangalore,Lunch,34,UPI,Burger King,30,4
101698,25,North Indian,349,Trichy,Dinner,36,UPI,Burger King,75,5
101699,57,North Indian,429,Coimbatore,Breakfast,37,UPI,KFC,30,4
101700,35,Biryani,294,Trichy,Dinner,22,Debit Card,Burger King,30,4
101701,58,Biryani,345,Chennai,Lunch,15,Cash on Delivery,A2B,20,4
101702,32,South Indian,263,Salem,Breakfast,31,Credit Card,Burger King,0,5
101703,29,Biryani,169,Salem,Lunch,54,Debit Card,SS Hyderabad Biryani,0,3
101704,34,Fast Food,449,Coimbatore,Lunch,35,UPI,Saravana Bhavan,50,4
101705,32,Biryani,604,Madurai,Evening,33,Credit Card,Dominos,30,4
101706,23,Chinese,782,Madurai,Late Night,34,Credit Card,Local Kitchen,30,3
101707,39,North Indian,767,Trichy,Breakfast,27,Debit Card,SS Hyderabad Biryani,100,4
101708,27,North Indian,541,Coimbatore,Evening,33,Credit Card,SS Hyderabad Biryani,50,5
101709,38,Fast Food,514,Coimbatore,Evening,34,UPI,Burger King,20,4
101710,39,South Indian,665,Trichy,Lunch,34,UPI,A2B,50,5
101711,25,Pizza,279,Madurai,Lunch,35,UPI,Saravana Bhavan,100,3
101712,21,Biryani,277,Coimbatore,Dinner,35,Wallet,Anjappar,0,4
101713,44,Chinese,369,Trichy,Breakfast,33,UPI,Local Kitchen,75,5
101714,33,Fast Food,362,Chennai,Dinner,45,Debit Card,A2B,20,4
101715,21,Biryani,357,Madurai,Lunch,53,UPI,Local Kitchen,50,5
101716,60,Fast Food,402,Chennai,Evening,17,UPI,KFC,50,5
101717,21,Biryani,440,Coimbatore,Evening,28,Debit Card,Local Kitchen,50,5
101718,41,Chinese,506,Coimbatore,Lunch,15,Credit Card,Anjappar,75,5
101719,59,Fast Food,451,Coimbatore,Breakfast,39,Cash on Delivery,SS Hyderabad Biryani,30,4
101720,27,Fast Food,355,Bangalore,Lunch,46,Cash on Delivery,Chinese Wok,0,3
101721,25,Biryani,321,Bangalore,Lunch,35,Debit Card,A2B,50,5
101722,24,Pizza,485,Coimbatore,Dinner,35,Cash on Delivery,SS Hyderabad Biryani,20,5
101723,29,South Indian,700,Chennai,Lunch,28,Cash on Delivery,Dominos,100,5
101724,23,South Indian,410,Madurai,Dinner,36,Debit Card,Anjappar,20,5
101725,40,South Indian,367,Coimbatore,Lunch,33,Credit Card,SS Hyderabad Biryani,0,4
101726,21,Fast Food,412,Bangalore,Dinner,45,UPI,Chinese Wok,0,4
101727,34,Biryani,490,Bangalore,Evening,54,Debit Card,Hotel Aryaas,75,5
101728,60,Chinese,318,Trichy,Lunch,50,UPI,Burger King,75,4
101729,45,Biryani,270,Madurai,Late Night,57,UPI,A2B,0,4
101730,38,Biryani,317,Chennai,Lunch,41,UPI,Saravana Bhavan,20,5
101731,29,Chinese,419,Trichy,Dinner,37,Credit Card,Saravana Bhavan,20,5
101732,38,Biryani,348,Salem,Dinner,34,UPI,Saravana Bhavan,75,4
101733,35,Fast Food,320,Coimbatore,Evening,38,UPI,Hotel Aryaas,20,3
101734,32,South Indian,379,Salem,Late Night,37,Debit Card,Saravana Bhavan,20,4
101735,24,South Indian,705,Bangalore,Dinner,47,Debit Card,Anjappar,20,4
101736,51,Chinese,397,Coimbatore,Dinner,32,UPI,Hotel Aryaas,20,4
101737,33,Chinese,296,Coimbatore,Late Night,24,Cash on Delivery,Anjappar,30,5
101738,26,Chinese,695,Bangalore,Evening,34,UPI,Burger King,100,5
101739,31,Chinese,596,Chennai,Breakfast,25,Wallet,Anjappar,30,5
101740,32,Fast Food,460,Chennai,Dinner,32,UPI,A2B,20,5
101741,46,Fast Food,696,Chennai,Evening,17,UPI,Anjappar,0,5
101742,42,South Indian,503,Coimbatore,Lunch,34,Cash on Delivery,Chinese Wok,0,5
101743,43,Fast Food,505,Coimbatore,Evening,25,UPI,A2B,100,5
101744,18,North Indian,424,Bangalore,Late Night,41,UPI,Local Kitchen,20,5
101745,32,Pizza,663,Coimbatore,Lunch,30,UPI,Local Kitchen,0,5
101746,34,Biryani,278,Salem,Dinner,15,UPI,Hotel Aryaas,0,5
101747,18,Biryani,600,Coimbatore,Evening,30,Cash on Delivery,A2B,30,4
101748,28,Biryani,1067,Coimbatore,Lunch,33,Cash on Delivery,SS Hyderabad Biryani,20,3
101749,43,Fast Food,662,Chennai,Dinner,37,Credit Card,Chinese Wok,30,5
101750,25,Biryani,573,Chennai,Late Night,39,Wallet,Anjappar,100,5
101751,35,South Indian,337,Chennai,Lunch,26,Cash on Delivery,Dominos,0,4
101752,27,Pizza,866,Bangalore,Lunch,26,Debit Card,Saravana Bhavan,0,5
101753,18,Chinese,327,Madurai,Evening,34,UPI,Saravana Bhavan,30,4
101754,27,Biryani,446,Chennai,Dinner,37,Credit Card,Dominos,0,4
101755,58,Fast Food,456,Coimbatore,Breakfast,39,UPI,A2B,50,4
101756,45,South Indian,192,Chennai,Lunch,44,UPI,Anjappar,75,4
101757,57,Pizza,498,Trichy,Dinner,17,Debit Card,Burger King,50,4
101758,34,Pizza,341,Madurai,Evening,44,UPI,Anjappar,20,4
101759,23,North Indian,173,Chennai,Lunch,42,UPI,A2B,75,4
101760,35,South Indian,603,Coimbatore,Dinner,43,Credit Card,SS Hyderabad Biryani,30,5
101761,33,Chinese,420,Salem,Late Night,32,UPI,Hotel Aryaas,50,5
101762,47,Biryani,268,Coimbatore,Late Night,37,Credit Card,Saravana Bhavan,100,4
101763,23,South Indian,601,Bangalore,Lunch,39,Cash on Delivery,Dominos,30,4
101764,34,Fast Food,315,Coimbatore,Late Night,32,UPI,SS Hyderabad Biryani,30,5
101765,25,South Indian,328,Bangalore,Dinner,44,UPI,Burger King,0,4
101766,29,Chinese,533,Salem,Lunch,22,Cash on Delivery,Burger King,0,5
101767,42,Fast Food,234,Salem,Dinner,41,Debit Card,Anjappar,50,4
101768,33,Biryani,445,Madurai,Breakfast,39,UPI,Anjappar,50,5
101769,31,Biryani,542,Coimbatore,Dinner,49,UPI,Local Kitchen,30,5
101770,31,Biryani,287,Coimbatore,Dinner,53,Debit Card,Anjappar,50,4
101771,33,Biryani,333,Coimbatore,Dinner,32,Debit Card,Dominos,0,5
101772,44,Biryani,487,Salem,Lunch,49,UPI,A2B,0,4
101773,51,Fast Food,627,Madurai,Dinner,37,UPI,KFC,0,3
101774,57,Fast Food,836,Coimbatore,Lunch,37,Debit Card,KFC,30,4
101775,44,North Indian,702,Chennai,Late Night,38,Credit Card,Chinese Wok,0,5
101776,29,Fast Food,646,Bangalore,Dinner,21,UPI,Dominos,75,5
101777,40,Biryani,524,Salem,Breakfast,45,Wallet,SS Hyderabad Biryani,50,3
101778,32,South Indian,328,Bangalore,Lunch,20,UPI,Anjappar,75,4
101779,28,Pizza,588,Chennai,Dinner,39,UPI,KFC,50,4
101780,47,Chinese,407,Chennai,Evening,15,UPI,KFC,0,5
101781,19,Fast Food,299,Coimbatore,Dinner,32,Cash on Delivery,Chinese Wok,20,4
101782,52,South Indian,449,Salem,Lunch,34,Wallet,Anjappar,20,5
101783,33,Chinese,710,Salem,Dinner,40,UPI,KFC,30,5
101784,38,Chinese,286,Salem,Lunch,49,UPI,Burger King,100,5
101785,39,Chinese,1114,Madurai,Dinner,33,Debit Card,SS Hyderabad Biryani,50,4
101786,51,Pizza,402,Bangalore,Late Night,22,Credit Card,Saravana Bhavan,20,4
101787,38,Pizza,311,Bangalore,Dinner,30,UPI,Anjappar,0,5
101788,38,South Indian,381,Bangalore,Breakfast,36,Cash on Delivery,SS Hyderabad Biryani,75,3
101789,21,South Indian,862,Madurai,Late Night,36,Credit Card,SS Hyderabad Biryani,30,5
101790,34,Chinese,359,Coimbatore,Lunch,17,UPI,Burger King,0,5
101791,25,Pizza,305,Bangalore,Dinner,29,Credit Card,Burger King,75,5
101792,42,Biryani,598,Chennai,Dinner,29,Credit Card,KFC,30,4
101793,34,North Indian,624,Chennai,Lunch,32,Credit Card,KFC,75,4
101794,40,Biryani,224,Trichy,Lunch,40,Credit Card,Local Kitchen,50,4
101795,20,South Indian,687,Trichy,Lunch,26,Credit Card,Burger King,30,5
101796,22,Pizza,460,Bangalore,Dinner,45,UPI,A2B,30,4
101797,41,Fast Food,415,Chennai,Dinner,41,UPI,Dominos,30,3
101798,21,South Indian,359,Salem,Evening,15,Debit Card,SS Hyderabad Biryani,0,5
101799,21,Biryani,346,Madurai,Lunch,30,Debit Card,Chinese Wok,100,5
101800,18,Fast Food,483,Coimbatore,Dinner,36,Cash on Delivery,A2B,100,3
101801,57,Biryani,326,Bangalore,Evening,49,UPI,Anjappar,20,5
101802,42,Fast Food,680,Coimbatore,Evening,22,UPI,A2B,75,4
101803,30,Fast Food,1200,Coimbatore,Evening,17,Wallet,Dominos,100,5
101804,29,North Indian,429,Trichy,Evening,36,UPI,Anjappar,0,5
101805,30,North Indian,893,Chennai,Evening,24,Debit Card,Burger King,20,4
101806,44,Biryani,488,Chennai,Dinner,33,UPI,A2B,30,5
101807,39,Chinese,434,Chennai,Evening,27,Cash on Delivery,A2B,20,5
101808,26,Biryani,534,Coimbatore,Dinner,43,Debit Card,Burger King,100,5
101809,26,Biryani,486,Chennai,Lunch,41,Debit Card,KFC,0,4
101810,23,Biryani,548,Chennai,Dinner,28,Wallet,Burger King,20,5
101811,39,North Indian,547,Chennai,Lunch,49,Wallet,SS Hyderabad Biryani,50,3
101812,43,North Indian,372,Chennai,Dinner,35,UPI,SS Hyderabad Biryani,50,5
101813,28,Biryani,472,Coimbatore,Lunch,37,UPI,SS Hyderabad Biryani,0,5
101814,19,Biryani,550,Chennai,Lunch,27,UPI,Saravana Bhavan,0,4
101815,22,Fast Food,592,Bangalore,Dinner,27,UPI,A2B,0,5
101816,58,South Indian,303,Bangalore,Lunch,49,UPI,Saravana Bhavan,30,3
101817,29,South Indian,393,Chennai,Dinner,35,Wallet,Hotel Aryaas,30,5
101818,43,Fast Food,379,Bangalore,Late Night,36,Credit Card,KFC,50,4
101819,38,Chinese,258,Salem,Evening,29,Wallet,Chinese Wok,75,5
101820,31,Fast Food,476,Salem,Lunch,37,UPI,SS Hyderabad Biryani,0,5
101821,26,North Indian,495,Chennai,Lunch,34,UPI,Saravana Bhavan,30,5
101822,24,Chinese,761,Madurai,Dinner,34,Credit Card,Anjappar,30,5
101823,38,South Indian,335,Coimbatore,Evening,51,Debit Card,Dominos,75,4
101824,44,Pizza,429,Chennai,Dinner,35,UPI,Chinese Wok,30,5
101825,39,Pizza,666,Coimbatore,Dinner,23,Credit Card,SS Hyderabad Biryani,0,4
101826,35,Fast Food,549,Coimbatore,Evening,39,Cash on Delivery,Anjappar,100,4
101827,20,Fast Food,862,Bangalore,Dinner,30,Debit Card,Hotel Aryaas,100,5
101828,58,North Indian,508,Bangalore,Lunch,24,UPI,SS Hyderabad Biryani,0,3
101829,44,Biryani,439,Madurai,Evening,27,UPI,Saravana Bhavan,75,5
101830,29,Biryani,370,Chennai,Dinner,45,UPI,Burger King,75,5
101831,59,South Indian,311,Coimbatore,Lunch,24,Debit Card,Chinese Wok,30,5
101832,37,Pizza,463,Coimbatore,Lunch,24,Wallet,Hotel Aryaas,30,5
101833,36,Pizza,388,Coimbatore,Dinner,35,UPI,SS Hyderabad Biryani,0,5
101834,43,North Indian,451,Salem,Dinner,31,Credit Card,Chinese Wok,0,5
101835,45,South Indian,773,Madurai,Evening,24,Wallet,Local Kitchen,20,3
101836,39,Biryani,508,Salem,Dinner,43,UPI,Local Kitchen,0,4
101837,24,South Indian,244,Madurai,Evening,30,Debit Card,KFC,50,5
101838,30,Pizza,303,Coimbatore,Dinner,21,UPI,Hotel Aryaas,0,4
101839,54,Biryani,430,Coimbatore,Dinner,37,Wallet,SS Hyderabad Biryani,0,4
101840,27,Biryani,384,Coimbatore,Lunch,42,UPI,KFC,0,5
101841,31,Biryani,730,Coimbatore,Evening,39,Credit Card,Chinese Wok,50,5
101842,32,South Indian,437,Trichy,Dinner,41,UPI,KFC,0,5
101843,32,Pizza,363,Coimbatore,Dinner,40,UPI,Burger King,0,4
101844,38,Chinese,668,Coimbatore,Lunch,31,Wallet,Hotel Aryaas,100,4
101845,56,North Indian,448,Madurai,Evening,29,Credit Card,Dominos,20,4
101846,27,Biryani,185,Trichy,Lunch,27,Debit Card,Chinese Wok,50,3
101847,24,North Indian,405,Coimbatore,Lunch,34,Credit Card,Saravana Bhavan,100,5
101848,26,Pizza,539,Bangalore,Dinner,18,UPI,Saravana Bhavan,0,4
101849,51,Fast Food,368,Chennai,Breakfast,22,UPI,Chinese Wok,30,4
101850,39,North Indian,553,Bangalore,Dinner,47,Credit Card,A2B,30,4
101851,28,Fast Food,634,Chennai,Late Night,43,Debit Card,SS Hyderabad Biryani,50,4
101852,45,Pizza,569,Chennai,Late Night,36,Credit Card,Local Kitchen,100,5
101853,48,Pizza,467,Bangalore,Lunch,49,Credit Card,Local Kitchen,0,3
101854,47,Chinese,466,Coimbatore,Dinner,38,Debit Card,Saravana Bhavan,20,4
101855,53,South Indian,360,Madurai,Late Night,34,UPI,Burger King,20,4
101856,28,Biryani,338,Trichy,Breakfast,20,Debit Card,Burger King,100,5
101857,43,South Indian,540,Chennai,Evening,31,UPI,Burger King,50,4
101858,33,Fast Food,380,Madurai,Late Night,44,Debit Card,Chinese Wok,100,5
101859,47,Pizza,344,Bangalore,Lunch,40,UPI,SS Hyderabad Biryani,0,4
101860,42,Chinese,416,Chennai,Late Night,54,UPI,KFC,0,4
101861,44,North Indian,426,Bangalore,Evening,34,UPI,Dominos,100,5
101862,39,Biryani,484,Bangalore,Breakfast,15,Debit Card,KFC,20,5
101863,26,Pizza,290,Bangalore,Evening,38,UPI,Hotel Aryaas,50,4
101864,35,North Indian,415,Salem,Lunch,15,UPI,A2B,0,5
101865,59,Pizza,388,Bangalore,Lunch,29,Debit Card,Chinese Wok,30,5
101866,55,Biryani,552,Salem,Dinner,43,Credit Card,Burger King,100,3
101867,20,Biryani,581,Bangalore,Evening,51,UPI,KFC,50,5
101868,25,Biryani,449,Chennai,Evening,24,UPI,Anjappar,30,4
101869,24,Chinese,502,Coimbatore,Breakfast,38,UPI,SS Hyderabad Biryani,100,4
101870,42,Chinese,429,Chennai,Dinner,50,Credit Card,Saravana Bhavan,0,4
101871,45,North Indian,662,Bangalore,Evening,35,UPI,Saravana Bhavan,30,4
101872,27,Fast Food,656,Madurai,Dinner,28,Cash on Delivery,SS Hyderabad Biryani,30,4
101873,34,Fast Food,334,Coimbatore,Dinner,52,UPI,SS Hyderabad Biryani,0,4
101874,47,Chinese,266,Chennai,Lunch,44,UPI,Hotel Aryaas,0,5
101875,42,Pizza,568,Coimbatore,Breakfast,35,Debit Card,KFC,30,4
101876,35,North Indian,287,Chennai,Late Night,19,Cash on Delivery,A2B,50,5
101877,37,Pizza,679,Madurai,Dinner,30,UPI,Burger King,100,4
101878,34,South Indian,288,Madurai,Lunch,27,Debit Card,Burger King,20,5
101879,29,Chinese,581,Salem,Dinner,17,Credit Card,Chinese Wok,20,5
101880,36,Pizza,439,Chennai,Breakfast,47,UPI,Burger King,30,4
101881,40,South Indian,871,Bangalore,Breakfast,40,Debit Card,A2B,50,3
101882,50,Biryani,685,Bangalore,Evening,27,UPI,Burger King,30,5
101883,38,Biryani,266,Salem,Breakfast,28,Debit Card,Anjappar,30,3
101884,43,Biryani,310,Bangalore,Late Night,29,Cash on Delivery,A2B,0,5
101885,25,Chinese,542,Chennai,Dinner,24,Credit Card,Local Kitchen,50,4
101886,33,Biryani,631,Coimbatore,Dinner,62,UPI,Burger King,20,3
101887,18,Fast Food,283,Bangalore,Breakfast,27,Debit Card,Dominos,30,5
101888,27,Fast Food,590,Madurai,Lunch,31,Credit Card,Anjappar,50,4
101889,42,South Indian,471,Trichy,Evening,27,UPI,Hotel Aryaas,0,4
101890,60,Fast Food,506,Chennai,Evening,16,UPI,Hotel Aryaas,30,5
101891,23,Chinese,327,Salem,Lunch,22,UPI,Dominos,100,5
101892,31,Biryani,789,Chennai,Dinner,45,Debit Card,Anjappar,0,5
101893,45,Biryani,498,Salem,Evening,31,UPI,Dominos,0,4
101894,26,South Indian,388,Trichy,Late Night,38,Credit Card,Hotel Aryaas,0,4
101895,35,Fast Food,404,Bangalore,Late Night,39,Credit Card,Dominos,0,4
101896,42,Fast Food,393,Madurai,Dinner,39,Debit Card,Local Kitchen,75,5
101897,38,Biryani,492,Chennai,Dinner,27,Debit Card,Dominos,75,5
101898,26,North Indian,453,Chennai,Lunch,51,UPI,Burger King,30,4
101899,30,Chinese,268,Chennai,Lunch,43,UPI,Dominos,50,5
101900,44,Biryani,254,Chennai,Late Night,39,UPI,Saravana Bhavan,20,4
101901,35,Biryani,584,Bangalore,Dinner,37,UPI,Anjappar,30,3
101902,18,North Indian,518,Chennai,Lunch,20,Wallet,A2B,30,5
101903,43,Chinese,769,Trichy,Dinner,42,Wallet,Chinese Wok,20,4
101904,19,Fast Food,279,Coimbatore,Late Night,33,Credit Card,Burger King,30,5
101905,42,Chinese,434,Madurai,Lunch,26,UPI,A2B,75,4
101906,26,Chinese,440,Bangalore,Lunch,24,UPI,Local Kitchen,100,5
101907,57,Pizza,190,Coimbatore,Late Night,44,Cash on Delivery,Anjappar,20,3
101908,31,South Indian,421,Chennai,Evening,20,UPI,KFC,100,4
101909,30,South Indian,544,Coimbatore,Evening,30,Credit Card,Chinese Wok,30,3
